sk_name, rows, logcols, hash_units, mpps
cm-sketch, 1, 6, 1, 91.43819122731972
cm-sketch, 2, 6, 1, 91.43799079419844
cm-sketch, 3, 6, 1, 91.43813396062399
cm-sketch, 4, 6, 1, 73.00005475004106
cm-sketch, 5, 6, 1, 58.40004672003738
cm-sketch, 7, 6, 1, 41.714327428613146
cm-sketch, 8, 6, 1, 36.5000365000365
cm-sketch, 9, 6, 1, 32.44447328397626
cm-sketch, 10, 6, 1, 29.20002336001869
cm-sketch, 11, 6, 1, 26.545476264480584
cm-sketch, 12, 6, 1, 24.333353611128008
