sk_name, rows, logcols, hash_units, mpps
cm-sketch, 5, 6, 4, 91.43847756187441
cm-sketch, 6, 6, 4, 91.43790489455832
cm-sketch, 7, 6, 4, 91.43813396062399
cm-sketch, 8, 6, 4, 91.4383343943729
cm-sketch, 9, 6, 4, 91.43813396062399
cm-sketch, 10, 6, 4, 91.43813396062399
cm-sketch, 11, 6, 4, 91.43819122731972
cm-sketch, 12, 6, 4, 94.08886693481993
