sk_name, rows, logcols, hash_units, mpps
cm-sketch, 12, 6, 1, 91.43821986069449
cm-sketch, 12, 6, 2, 91.43821986069449
cm-sketch, 12, 6, 3, 91.43821986069449
cm-sketch, 12, 6, 4, 91.43821986069449
cm-sketch, 12, 6, 5, 91.43821986069449
cm-sketch, 12, 6, 6, 91.43821986069449
