sketch-scale/beluga14
sketch-scale/beluga14/count-min-sketch
sketch-scale/beluga14/count-min-sketch/testing
2, 3, 1024, 10.841150809514291
2, 3, 1048576, 6.988821353593921
2, 3, 262144, 9.33136175529788
2, 3, 4096, 10.765437025189925
2, 3, 4194304, 6.58719420289855
2, 3, 512, 10.868104347826087
2, 3, 64, 10.922903838464615
2, 3, 8192, 10.650196901549224
2, 6, 1024, 9.761173813093452
2, 6, 1048576, 5.021256471764118
2, 6, 262144, 6.122632673465307
2, 6, 4096, 9.660906746626686
2, 6, 4194304, 4.683451064680596
2, 6, 512, 9.808061975209917
2, 6, 64, 9.87412425029988
2, 6, 8192, 9.435629611116665
2, 9, 1024, 8.990095471358591
2, 9, 1048576, 4.042448865340398
2, 9, 262144, 4.583349495151454
2, 9, 4096, 8.798373487953615
2, 9, 4194304, 3.906781965410377
2, 9, 512, 9.020963610916725
2, 9, 64, 9.123657002899131
2, 9, 8192, 8.500412176347096
4, 3, 1024, 21.27037058882335
4, 3, 1048576, 13.98657512746176
4, 3, 262144, 15.485408177546736
4, 3, 4096, 21.14382655203439
4, 3, 4194304, 13.398557932620214
4, 3, 512, 21.321077276816954
4, 3, 64, 20.84523802859142
4, 3, 8192, 20.939514945516343
4, 6, 1024, 19.083751274617615
4, 6, 1048576, 10.34520225954809
4, 6, 262144, 11.071799760071977
4, 6, 4096, 18.933321935612877
4, 6, 4194304, 10.355111166650005
4, 6, 512, 19.317366590022992
4, 6, 64, 19.401960611816456
4, 6, 8192, 18.504624512646206
4, 9, 1024, 17.724465506898618
4, 9, 1048576, 8.325003898830351
4, 9, 262144, 8.844702989103268
4, 9, 4096, 17.357884923015398
4, 9, 4194304, 8.639983404978507
4, 9, 512, 17.78442257322803
4, 9, 64, 17.905228692826793
4, 9, 8192, 16.75979545113721
sketch-scale/beluga14/count-min-sketch/training
2, 10, 1024, 8.808996501049684
2, 10, 1048576, 3.7791194641607517
2, 10, 16384, 7.791024192742177
2, 10, 262144, 4.2308805358392485
2, 10, 32768, 7.545520743776867
2, 10, 4096, 8.565573727881635
2, 10, 4194304, 3.643053983804858
2, 10, 512, 8.802966506698661
2, 10, 524288, 3.9066317736452705
2, 10, 64, 8.991939818054583
2, 10, 65536, 6.990241103558577
2, 10, 8192, 8.162534939518144
2, 11, 64, 8.689688893332
2, 12, 1024, 8.301083275017495
2, 12, 1048576, 3.434621475704859
2, 12, 16384, 7.270125568607847
2, 12, 262144, 3.697020695860828
2, 12, 32768, 6.994786364090772
2, 12, 4096, 8.059026143464132
2, 12, 4194304, 3.3001657502749175
2, 12, 512, 8.333847645706287
2, 12, 524288, 3.5011330600819757
2, 12, 64, 8.448346396081176
2, 12, 65536, 6.221745801679328
2, 12, 8192, 7.4683312171957
2, 1, 64, 11.857220289855073
2, 2, 64, 11.264742577226832
2, 3, 64, 10.752134759572128
2, 4, 64, 10.407003398980306
2, 5, 64, 9.957063074770092
2, 6, 64, 9.882786442711458
2, 8, 64, 9.360783265020494
2, 9, 64, 9.170584224732579
4, 11, 64, 17.106509947015898
4, 12, 64, 16.578440911817633
4, 1, 64, 22.4503955813256
4, 2, 64, 22.03884514645606
4, 3, 64, 21.122668599420177
4, 4, 64, 20.415805353527777
4, 5, 64, 19.800396980905727
4, 6, 64, 19.431361227754447
4, 8, 64, 18.218844646606016
4, 9, 64, 17.9975055483355
sketch-scale/beluga14/count-sketch
2, 3, 1024, 9.913693722510995
2, 3, 1048576, 5.964531434282858
2, 3, 262144, 8.458295322806315
2, 3, 4096, 9.796830184907547
2, 3, 4194304, 5.318540075954427
2, 3, 512, 9.897326901929421
2, 3, 64, 10.031944316704989
2, 3, 8192, 9.717642807157851
2, 6, 1024, 8.531995601319604
2, 6, 1048576, 3.9378305508347493
2, 6, 262144, 5.095483255023493
2, 6, 4096, 8.444331700489853
2, 6, 4194304, 3.668711086673998
2, 6, 512, 8.566221933419975
