2, 3, 3200, 16, 8.939353194041786
2, 3, 3200, 2, 9.237235629311206
2, 3, 3200, 4, 8.997420373887833
2, 3, 3200, 8, 8.94778924215157
4, 3, 3200, 16, 17.53317014895531
4, 3, 3200, 2, 17.572883534939518
4, 3, 3200, 4, 17.673785164450663
4, 3, 3200, 8, 17.587971905618875
2, 3, 1024, 16, 9.264710186943917
2, 3, 1024, 8, 9.28703279016295
2, 3, 262144, 16, 5.842723582925122
2, 3, 262144, 8, 5.877801079568173
2, 3, 4096, 16, 9.084592381523695
2, 3, 4096, 8, 9.040292112366291
2, 3, 512, 16, 9.322593921823453
2, 3, 512, 8, 9.33494287570593
2, 3, 64, 16, 9.44750754773568
2, 3, 64, 8, 9.431480955713285
2, 3, 65536, 16, 7.685411752948231
2, 3, 65536, 8, 7.6636686993901835
2, 3, 8192, 16, 8.79916035189443
2, 3, 8192, 8, 8.79866010196941
2, 6, 1024, 16, 7.9657920623812855
2, 6, 1024, 8, 7.975620413875837
2, 6, 262144, 16, 3.880614915525342
2, 6, 262144, 8, 3.877705388383485
2, 6, 4096, 16, 7.585608717384784
2, 6, 4096, 8, 7.630248325502349
2, 6, 512, 16, 8.057393481955414
2, 6, 512, 8, 8.050643571285743
2, 6, 64, 16, 8.157548935319404
2, 6, 64, 8, 8.17069989003299
2, 6, 65536, 16, 5.134132160351895
2, 6, 65536, 8, 5.13487643706888
2, 6, 8192, 16, 7.267452764170749
2, 6, 8192, 8, 7.310521791283487
4, 3, 1024, 16, 18.214565130460862
4, 3, 1024, 8, 18.18543167049885
4, 3, 262144, 16, 11.153254423672898
4, 3, 262144, 8, 11.106772768169549
4, 3, 4096, 16, 17.695750074977507
4, 3, 4096, 8, 17.70919396120776
4, 3, 512, 16, 18.322852644206737
4, 3, 512, 8, 18.330873625274943
4, 3, 64, 16, 18.480993002099368
4, 3, 64, 8, 18.156516245126465
4, 3, 65536, 16, 13.257306508047586
4, 3, 65536, 8, 13.289308807357791
4, 3, 8192, 16, 17.146552534239728
4, 3, 8192, 8, 17.122697190842747
4, 6, 1024, 16, 15.64220743776867
4, 6, 1024, 8, 15.727812574970013
4, 6, 262144, 16, 8.398517596480703
4, 6, 262144, 8, 7.859072278316505
4, 6, 4096, 16, 14.638115065480354
4, 6, 4096, 8, 14.854291712486255
4, 6, 512, 16, 15.813803758872337
4, 6, 512, 8, 15.860293811856444
4, 6, 64, 16, 16.042390082975107
4, 6, 64, 8, 16.08229921023693
4, 6, 65536, 16, 8.851292612216335
4, 6, 65536, 8, 8.844840747775667
4, 6, 8192, 16, 13.803717684694591
4, 6, 8192, 8, 13.787016395081475
