4, 10, 24.799999999999997, 18.0, 0.0, 0.0, 0.0
4, 32, 24.799999999999997, 18.0, 0.0, 0.0, 0.0
4, 80, 26.96, 18.0, 2.4, 0.0, 0.0
4, 160, 27.680000000000003, 18.0, 3.2, 0.0, 0.0
4, 240, 27.919999999999998, 18.0, 3.466666666666667, 0.0, 0.0
4, 256, 27.95, 18.0, 3.5, 0.0, 0.0
4, 512, 32.574999999999996, 18.0, 3.75, 2.0, 0.0
4, 1024, 34.8875, 18.0, 3.875, 3.0, 0.0
4, 2048, 36.04375, 18.0, 3.9375, 3.5, 0.0
4, 4096, 36.621875, 18.0, 3.96875, 3.75, 0.0
4, 8192, 36.910937499999996, 18.0, 3.984375, 3.875, 0.0
4, 16384, 91.65546875, 18.0, 3.9921875, 3.9375, 2.0
4, 32768, 119.027734375, 18.0, 3.99609375, 3.96875, 3.0
5, 10, 31.9, 24.0, 0.0, 0.0, 0.0
5, 32, 31.9, 24.0, 0.0, 0.0, 0.0
5, 80, 34.6, 24.0, 3.0, 0.0, 0.0
5, 160, 35.5, 24.0, 4.0, 0.0, 0.0
5, 240, 35.800000000000004, 24.0, 4.333333333333334, 0.0, 0.0
5, 256, 35.8375, 24.0, 4.375, 0.0, 0.0
5, 512, 41.61875, 24.0, 4.6875, 2.5, 0.0
5, 1024, 44.509375, 24.0, 4.84375, 3.75, 0.0
5, 2048, 45.9546875, 24.0, 4.921875, 4.375, 0.0
5, 4096, 46.67734375, 24.0, 4.9609375, 4.6875, 0.0
5, 8192, 47.038671875, 24.0, 4.98046875, 4.84375, 0.0
5, 16384, 115.4693359375, 24.0, 4.990234375, 4.921875, 2.5
5, 32768, 149.68466796875, 24.0, 4.9951171875, 4.9609375, 3.75
6, 10, 39.0, 30.0, 0.0, 0.0, 0.0
6, 32, 39.0, 30.0, 0.0, 0.0, 0.0
6, 80, 42.239999999999995, 30.0, 3.5999999999999996, 0.0, 0.0
6, 160, 43.32, 30.0, 4.800000000000001, 0.0, 0.0
6, 240, 43.67999999999999, 30.0, 5.2, 0.0, 0.0
6, 256, 43.725, 30.0, 5.25, 0.0, 0.0
6, 512, 50.6625, 30.0, 5.625, 3.0, 0.0
6, 1024, 54.13125000000001, 30.0, 5.8125, 4.5, 0.0
6, 2048, 55.865624999999994, 30.0, 5.90625, 5.25, 0.0
6, 4096, 56.7328125, 30.0, 5.953125, 5.625, 0.0
6, 8192, 57.16640625, 30.0, 5.9765625, 5.8125, 0.0
6, 16384, 139.283203125, 30.0, 5.98828125, 5.90625, 3.0
6, 32768, 180.3416015625, 30.0, 5.994140625, 5.953125, 4.5
7, 10, 50.3, 43.0, 0.0, 0.0, 0.0
7, 32, 50.3, 43.0, 0.0, 0.0, 0.0
7, 80, 54.08, 43.0, 4.2, 0.0, 0.0
7, 160, 55.339999999999996, 43.0, 5.6000000000000005, 0.0, 0.0
7, 240, 55.76, 43.0, 6.066666666666666, 0.0, 0.0
7, 256, 55.8125, 43.0, 6.125, 0.0, 0.0
7, 512, 63.90625, 43.0, 6.5625, 3.5, 0.0
7, 1024, 67.953125, 43.0, 6.78125, 5.25, 0.0
7, 2048, 69.9765625, 43.0, 6.890625, 6.125, 0.0
7, 4096, 70.98828125, 43.0, 6.9453125, 6.5625, 0.0
7, 8192, 71.494140625, 43.0, 6.97265625, 6.78125, 0.0
7, 16384, 167.2970703125, 43.0, 6.986328125, 6.890625, 3.5
7, 32768, 215.19853515625, 43.0, 6.9931640625, 6.9453125, 5.25
8, 10, 57.4, 49.0, 0.0, 0.0, 0.0
8, 32, 57.4, 49.0, 0.0, 0.0, 0.0
8, 80, 61.72, 49.0, 4.8, 0.0, 0.0
8, 160, 63.160000000000004, 49.0, 6.4, 0.0, 0.0
8, 240, 63.64, 49.0, 6.933333333333334, 0.0, 0.0
8, 256, 63.7, 49.0, 7.0, 0.0, 0.0
8, 512, 72.95, 49.0, 7.5, 4.0, 0.0
8, 1024, 77.575, 49.0, 7.75, 6.0, 0.0
8, 2048, 79.8875, 49.0, 7.875, 7.0, 0.0
8, 4096, 81.04375, 49.0, 7.9375, 7.5, 0.0
8, 8192, 81.621875, 49.0, 7.96875, 7.75, 0.0
8, 16384, 191.1109375, 49.0, 7.984375, 7.875, 4.0
8, 32768, 245.85546875, 49.0, 7.9921875, 7.9375, 6.0
9, 10, 64.5, 55.0, 0.0, 0.0, 0.0
9, 32, 64.5, 55.0, 0.0, 0.0, 0.0
9, 80, 69.36, 55.0, 5.3999999999999995, 0.0, 0.0
9, 160, 70.97999999999999, 55.0, 7.2, 0.0, 0.0
9, 240, 71.52, 55.0, 7.800000000000001, 0.0, 0.0
9, 256, 71.5875, 55.0, 7.875, 0.0, 0.0
9, 512, 81.99375, 55.0, 8.4375, 4.5, 0.0
9, 1024, 87.196875, 55.0, 8.71875, 6.75, 0.0
9, 2048, 89.7984375, 55.0, 8.859375, 7.875, 0.0
9, 4096, 91.09921875, 55.0, 8.9296875, 8.4375, 0.0
9, 8192, 91.749609375, 55.0, 8.96484375, 8.71875, 0.0
9, 16384, 214.9248046875, 55.0, 8.982421875, 8.859375, 4.5
9, 32768, 276.51240234375, 55.0, 8.9912109375, 8.9296875, 6.75
