1, 1, 27546519
1, 2, 27546198
1, 4, 27545867
1, 8, 27565566
1, 16, 27546962
1, 32, 27546887
1, 64, 27547568
1, 128, 27549005
1, 256, 27549183
1, 512, 27546034
1, 1024, 27557394
1, 2048, 27554700
1, 8192, 27552922
1, 16384, 27574561
1, 32768, 27559067
1, 65536, 27556674
1, 131072, 27557979
1, 262144, 27552705
1, 524288, 27557209
1, 1048576, 27552689
1, 2097152, 27558935
1, 4194304, 27558144
2, 1, 27548735
2, 2, 27545362
2, 4, 27549123
2, 8, 27547763
2, 16, 27551046
2, 32, 27551165
2, 64, 27547595
2, 128, 27549180
2, 256, 27548041
2, 512, 27547850
3, 1, 27551250
3, 2, 27547248
3, 4, 27547242
3, 8, 27546917
3, 16, 27546899
3, 32, 27547029
3, 64, 27546950
3, 128, 27546898
3, 256, 27547133
3, 512, 27547565
4, 1, 27547173
4, 2, 26823849
4, 4, 26823804
4, 8, 26823728
4, 16, 26823621
4, 32, 26827048
4, 64, 26823323
4, 128, 26823386
4, 256, 26823264
4, 512, 26724870
4, 1024, 26760479
4, 2048, 26725093
4, 8192, 26724844
4, 16384, 26760352
4, 32768, 26725045
4, 65536, 26823498
4, 131072, 26754960
4, 262144, 26725760
4, 524288, 20778847
4, 1048576, 17972142
4, 2097152, 16427137
4, 4194304, 15384414
5, 1, 27550538
5, 2, 26022029
5, 4, 26022145
5, 8, 26022176
5, 16, 26022287
5, 32, 26021822
5, 64, 26021744
5, 128, 26021784
5, 256, 26076826
5, 512, 26034655
6, 1, 27547290
6, 2, 25391283
6, 4, 25391360
6, 8, 25391452
6, 16, 25391333
6, 32, 25390667
6, 64, 25390846
6, 128, 25390600
6, 256, 25390632
6, 512, 25455291
7, 1, 27545997
7, 2, 24646109
7, 4, 24646130
7, 8, 24646186
7, 16, 24646104
7, 32, 24643565
7, 64, 24644248
7, 128, 24644296
7, 256, 24702542
7, 512, 24739883
7, 1024, 24783884
7, 2048, 24727968
7, 8192, 24740262
7, 16384, 24789334
7, 32768, 24727878
7, 65536, 24701832
7, 131072, 21325376
7, 262144, 15003552
7, 524288, 12370217
7, 1048576, 10907133
7, 2097152, 9957436
7, 4194304, 9403385
8, 1, 27139711
8, 2, 24092605
8, 4, 24092766
8, 8, 24092792
8, 16, 24084787
8, 32, 24082188
8, 64, 24080674
8, 128, 24079929
8, 256, 24132845
8, 512, 24134756
8, 1024, 24134593
8, 2048, 24136108
8, 8192, 24134950
8, 16384, 24134640
8, 32768, 24134800
8, 65536, 24124053
8, 131072, 18918742
8, 262144, 13547931
8, 524288, 11082471
8, 1048576, 9740216
8, 2097152, 8884773
8, 4194304, 8390003
9, 1, 26891833
9, 2, 23515905
9, 4, 23516002
9, 8, 23515974
9, 16, 23426083
9, 32, 23367875
9, 64, 23240328
9, 128, 23193860
9, 256, 23090537
9, 512, 23041067
9, 1024, 23031460
9, 2048, 23164207
9, 8192, 23062167
9, 16384, 23052891
9, 32768, 23046189
9, 65536, 23519085
9, 131072, 16978626
9, 262144, 12060758
9, 524288, 10097201
9, 1048576, 8789591
9, 2097152, 8027921
9, 4194304, 7524943
10, 1, 26470133
10, 2, 23033864
10, 4, 23034027
10, 8, 23034072
10, 16, 21538252
10, 32, 21270772
10, 64, 21111141
10, 128, 21070769
10, 256, 21009486
10, 512, 21055890
10, 1024, 20946681
10, 2048, 21066369
10, 8192, 21028969
10, 16384, 20980031
10, 32768, 20967735
10, 65536, 23034069
10, 131072, 14009640
10, 262144, 10104009
10, 524288, 8567701
10, 1048576, 7614832
10, 2097152, 7020178
10, 4194304, 6619393
11, 1, 25843741
11, 2, 22488665
11, 4, 22488862
11, 8, 22488642
11, 16, 19586027
11, 32, 19221237
11, 64, 19365487
11, 128, 19384318
11, 256, 19343979
11, 512, 19364502
11, 1024, 19319091
11, 2048, 19365405
11, 8192, 19368229
11, 16384, 19350983
11, 32768, 19313930
11, 65536, 22465120
11, 131072, 12768181
11, 262144, 9340859
11, 524288, 7872020
11, 1048576, 6991860
11, 2097152, 6408439
12, 1, 25923412
12, 2, 22029132
12, 4, 22029115
12, 8, 22029080
12, 16, 18601493
12, 32, 18318504
12, 64, 18411073
12, 128, 18409627
12, 256, 18394619
12, 512, 18420165
12, 1024, 18346669
12, 2048, 18399047
12, 8192, 18400698
12, 16384, 18377351
12, 32768, 18344572
12, 65536, 17134759
12, 131072, 11719958
12, 262144, 8633220
12, 524288, 7249898
12, 1048576, 6468332
12, 2097152, 5910759
12, 4194304, 5565745
