hv, 9, -, -, -, -, 0.145178, 87.500, 703.379, 55.999999999999986, 4031.952, 0.264283, 87.500, 703.379, 55.999999999999986, 4031.952, 0.354800, 83.325, 643.041, 49.999999999999886, 4022.426, 4.932024, 
hv, 11, 86.713, 1200.827, 120.00000000000001, 4.855, 0.220088, 93.333, 1413.702, 139.99999999999997, 81.562, 0.182276, 93.333, 1413.701, 139.99999999999997, 81.560, 0.199563, 88.880, 1263.149, 125.0, 78.271, 37.058520, 
hv, 12, 87.500, 312.094, 6.9999999999999964, 11516.055, 0.023754, 87.500, 312.094, 6.9999999999999964, 11516.055, 0.029801, 87.500, 312.094, 6.9999999999999964, 11516.038, 0.040280, 83.325, 199.781, 7.0, 6159.716, 0.015809, 
hv, 13, 93.333, 75.708, 6.999999999999998, 33.983, 0.028633, 93.333, 68.562, 5.9999999999999964, 50.977, 0.023610, 93.333, 68.562, 5.9999999999999964, 50.977, 0.031417, 93.333, 68.562, 6.0, 50.977, 0.010174, 
n, 0, 93.333, 60.856, 5.9999999999999964, 5.098, 0.009301, 93.333, 60.856, 5.9999999999999964, 5.098, 0.007165, 93.333, 60.856, 5.9999999999999964, 5.098, 0.007364, 93.333, 60.856, 6.0, 5.098, 0.004170, 
n, 1, 80.000, 74.246, 7.000000000000001, 101.953, 0.013544, 80.000, 74.246, 7.000000000000001, 101.953, 0.013266, 80.000, 74.246, 7.000000000000001, 101.953, 0.012547, 80.000, 74.246, 7.0, 101.953, 0.009593, 
n, 2, 56.000, 73.111, 7.0, 0.000, 0.011188, 56.000, 73.111, 7.0, 0.000, 0.010928, 56.000, 73.111, 7.0, 0.000, 0.010425, 56.000, 73.111, 7.0, 0.000, 0.007873, 
n, 3, -, -, -, -, 12.265256, 70.000, 585.910, 48.999999999999986, 570.938, 0.204454, 70.000, 585.910, 48.999999999999986, 570.938, 0.296319, 70.000, 585.910, 49.0, 570.938, 1.942106, 
n, 4, 79.732, 61.281, 6.000000000000003, 25.488, 0.016047, 93.333, 63.035, 5.9999999999999964, 25.672, 0.008894, 93.333, 63.035, 5.9999999999999964, 25.672, 0.009277, 93.333, 63.035, 6.0, 25.672, 0.005525, 
n, 5, 74.679, 113.017, 11.000000000000004, 1.098, 0.016698, 70.000, 102.016, 10.000000000000053, 1.020, 0.025155, 74.679, 113.017, 11.000000000000004, 1.098, 0.020947, 74.679, 113.017, 11.0, 1.098, 0.037535, 
n, 6, 53.328, 94.884, 9.0, 1.098, 0.016077, 56.000, 113.111, 11.0, 0.000, 0.020919, 53.328, 94.884, 9.0, 1.098, 0.021256, 56.000, 94.884, 9.0, 1.098, 0.030092, 
n, 7, 53.328, 105.125, 9.0, 492.703, 0.017903, 48.555, 95.125, 8.0, 492.703, 0.023103, 48.555, 95.125, 8.0, 492.703, 0.025823, 56.000, 105.125, 9.0, 492.703, 0.039724, 
n, 8, 148.000, 2.874, 0, 101.941, 0.006914, 148.000, 2.874, 0, 101.941, 0.004647, 148.000, 2.874, 0, 101.941, 0.004668, 148.000, 2.874, 0, 101.941, 0.002588, 
n, 9, -, -, -, -, 0.136853, 70.000, 589.649, 45.000000000000284, 3925.195, 1.363425, 70.000, 589.649, 45.000000000000284, 3925.195, 0.742772, 75.791, 659.649, 52.0, 3925.195, 1.361860, 
n, 11, 87.500, 1400.012, 139.99999999999997, 0.000, 0.153558, 87.500, 1093.702, 107.99999999999999, 81.562, 0.112459, 87.500, 1093.702, 108.0, 81.562, 0.129776, 87.500, 1093.702, 107.99999649385052, 81.562, 7.712142, 
n, 12, 80.000, 70.622, 7.000000000000001, 0.000, 0.021703, 80.000, 70.622, 7.000000000000001, 0.000, 0.025206, 80.000, 70.622, 7.000000000000001, 0.000, 0.028349, 80.000, 70.622, 7.0, 0.000, 0.010356, 
n, 13, 87.500, 70.001, 6.9999999999999964, 0.000, 0.031646, 93.333, 68.562, 5.9999999999999964, 50.977, 0.024234, 93.333, 68.562, 5.9999999999999964, 50.977, 0.034031, 93.333, 68.562, 6.0, 50.977, 0.009672, 
